"SET_PREFIX","SET_POSTFIX","SET_NAME","SET_YEAR","SET_THEME","NUMBER_OF_PARTS"
"614","1","EXCAVATOR",1974,"416",31
"6143","1","RACE TEAM",2012,"504",34
"6144","1","ZOO TRAIN",2012,"504",12
"6145","1","CRYSTAL CRAWLER",1996,"308",96
"6146","1","PICK-UP TRUCK",2012,"504",17
"6150","1","CRYSTAL DETECTOR",1998,"312",105
"6151","1","SLEEPING BEAUTY'S CHAMBER",2012,"504",16
"615","2","FORK LIFT WITH DRIVER",1975,"416",21
"6152","1","SNOW WHITE'S COTTAGE",2012,"504",28
"6153","1","CINDERELLA'S CARRIAGE",2012,"504",20
"6154","1","CINDERELLA'S CASTLE",2012,"504",77
"6155","1","DEEP SEA PREDATOR",1995,"311",104
"6156","1","PHOTO SAFARI",2012,"504",68
"6157","1","THE BIG ZOO",2012,"504",147
"6158","1","DUPLO ANIMAL CLINIC",2012,"504",62
"6159","1","CRYSTAL DETECTOR",1998,"312",105
"6160","1","SEA SCORPION",1998,"313",305
"616","1","CARGO SHIP",1976,"419",31
"6161","1","BRICK BOX",2007,"37",221
"6162","1","A WORLD OF LEGO MOSAIC 4 IN 1",2007,"277",286
"6163","1","A WORLD OF LEGO MOSAIC 9 IN 1",2007,"277",598
"6164","1","LEGO RESCUE BUILDING SET",2007,"37",519
"6166","1","LARGE BRICK BOX",2007,"37",406
"6167","1","DELUXE BRICK BOX",2006,"37",693
"6168","1","FIRE STATION",2012,"504",64
"6169","1","FIRE CHIEF",2012,"504",6
"617","1","COWBOYS",1976,"397",41
"6171","1","MY FIRST GAS STATION",2012,"504",47
"6173","1","PANDA",2012,"504",7
"6175","1","CRYSTAL EXPLORER SUB",1995,"308",167
"6176","1","BASIC BRICKS - DELUXE",2008,"505",80
"6176782","1","ESCAPE THE SPACE SLUG",2016,"598",161
"6177","1","LEGO BASIC BRICKS DELUXE",2008,"48",650
"6180","1","HYDRO SEARCH SUB",1998,"312",297
"618","1","POLICE HELICOPTER",1977,"421",38
"6186","1","BUILD YOUR OWN LEGO HARBOR",2008,"37",252
"6187","1","ROAD CONSTRUCTION SET",2008,"22",296
"6190","1","SHARK'S CRYSTAL CAVE",1996,"311",259
"619","1","RALLY CAR",1977,"397",22
"6191","1","FIRE FIGHTER BUILDING SET",2009,"37",117
"6192","1","PIRATES BUILDING SET",2009,"37",150
"6193","1","CASTLE BUILDING SET",2009,"37",137
"6194","1","MY OWN LEGO TOWN",2009,"37",515
"6195","1","NEPTUNE DISCOVERY LAB",1995,"308",509
"6198","1","STINGRAY STORMER",1998,"313",413
"6199","1","HYDRO CRYSTALIZATION STATION",1998,"312",485
"6200","1","PIRATES DOUBLE PACK",1989,"148",2
"6200","2","EVO",2012,"401",36
"620","1","FIREMAN'S CAR",1978,"74",32
"6201","1","TOXIC REAPA",2012,"403",42
"620","2","FIRE TRUCK",1970,"417",40
"6202","2","ROCKA",2012,"401",55
"620","3","BLUE BUILDING PLATE 32 X 32",2010,"48",1
"6203","1","BLACK PHANTOM",2012,"403",124
"6204","1","BUCCANEERS",1997,"148",42
"6205","1","V-WING FIGHTER",2006,"168",118
"6206","1","TIE INTERCEPTOR",2006,"169",212
"6207","1","A-WING FIGHTER",2006,"169",193
"6208","1","B-WING FIGHTER",2006,"169",439
"6209","1","SLAVE I (2ND EDITION)",2006,"169",537
"6210","1","JABBA'S SAIL BARGE",2006,"169",781
"621","1","POLICE CAR",1978,"80",34
"6211","1","IMPERIAL STAR DESTROYER",2006,"169",1388
"621","2","SHELL TANKER TRUCK",1970,"418",43
"6212","1","X-WING FIGHTER",2006,"169",437
"6213","1","REPLACEMENT GEARBOX FOR ELECTRIC MOTOR",1985,"456",1
"6216","1","JAWBLADE",2012,"403",45
"6217","1","SURGE",2012,"401",39
"6218","1","SPLITFACE",2012,"403",50
"622","1","TIPPER TRUCK",1978,"72",32
"6221","1","NEX",2012,"401",39
"622","2","BAGGAGE CARTS",1970,"412",45
"6222","1","CORE HUNTER",2012,"403",51
"6223","1","BULK",2012,"401",61
"6227","1","BREEZ",2012,"401",55
"6228","1","THORNRAXX",2012,"403",44
"6229","1","XT4",2012,"403",39
"6230","1","STORMER XL",2012,"401",89
"623","1","MEDIC'S CAR",1978,"78",33
"6231","1","SPEEDA DEMON",2012,"403",192
"623","2","WHITE CAR AND CAMPER",1970,"397",38
"6232","1","SKELETON CREW",1996,"148",31
"6234","1","RENEGADE'S RAFT",1991,"148",39
"6235","1","BURIED TREASURE",1989,"148",27
"6236","1","KING KAHUKA",1994,"152",49
"6237","1","PIRATES' PLUNDER",1993,"148",28
"6239","1","CANNON BATTLE",2009,"153",45
"6240","1","KRAKEN ATTACKIN'",2009,"153",78
"624","1","BASIC MOTOR, 9V",1996,"473",27
"6241","1","LOOT ISLAND",2009,"153",144
"6242","1","SOLDIERS' FORT",2009,"153",370
"6243","1","BRICKBEARD'S BOUNTY",2009,"153",595
"6244","1","ARMADA SENTRY",1996,"149",74
"6245","1","HARBOR SENTRY",1989,"151",26
"6246","1","CROCODILE CAGE",1994,"152",61
"6247","1","BOUNTY BOAT",1992,"148",40
"6248","1","VOLCANO ISLAND",1996,"148",123
"6249","1","PIRATES AMBUSH",1997,"148",159
"6250","1","CROSS BONE CLIPPER",1997,"148",157
"625","1","TRACTOR",1978,"72",31
"6251","1","PIRATE MINI FIGURES",1989,"148",40
"6252","1","SEA MATES",1993,"148",36
"6253","1","SHIPWRECK HIDEOUT",2009,"153",313
"6254","1","ROCKY REEF",1995,"148",108
"6255","1","PIRATE COMIC",1989,"148",12
"6256","1","ISLANDER CATAMARAN",1994,"152",64
"6257","1","CASTAWAY'S RAFT",1989,"148",54
"6258","1","SMUGGLER'S SHANTY",1992,"148",75
"6259","1","BROADSIDE'S BRIG",1991,"151",68
"6260","1","SHIPWRECK ISLAND",1989,"148",78
"626","1","BASEPLATE, GREEN",1996,"473",1
"6261","1","RAFT RAIDERS",1992,"148",86
"626","2","RED CROSS HELICOPTER",1978,"78",36
"6262","1","KING KAHUKA'S THRONE",1994,"152",155
"6263","1","IMPERIAL OUTPOST",1995,"147",219
"6264","1","FORBIDDEN COVE",1994,"152",222
"6265","1","SABRE ISLAND",1989,"151",97
"6266","1","CANNON COVE",1993,"147",106
"6267","1","LAGOON LOCK-UP",1991,"151",194
"6268","1","RENEGADE RUNNER",1993,"148",187
"6270","1","FORBIDDEN ISLAND",1989,"148",190
"627","1","BASEPLATE, BLUE",1996,"473",1
"6271","1","IMPERIAL FLAGSHIP",1992,"147",320
"6271","2","IMPERIAL FLAGSHIP WITH FREE STORAGE CASE",1992,"150",1
"6273","1","ROCK ISLAND REFUGE",1991,"148",388
"6274","1","CARIBBEAN CLIPPER",1989,"151",386
"6276","1","ELDORADO FORTRESS",1989,"151",515
"6277","1","IMPERIAL TRADING POST",1992,"147",622
"6278","1","ENCHANTED ISLAND",1994,"152",439
"6279","1","SKULL ISLAND",1995,"148",386
"6280","1","ARMADA FLAGSHIP",1996,"149",292
"628","1","X-LARGE BUILDING PLATE (LIGHT GRAY)",1996,"473",1
"6281","1","PIRATES PERILOUS PITFALL",1997,"148",404
"628","2","POLICE HELICOPTER",1977,"421",38
"6282","1","STRINGER",2012,"401",42
"628","3","X-LARGE GRAY BASEPLATE (LT BLUISH GRAY)",2003,"48",1
"6283","1","VOLTIX",2012,"403",61
"6285","1","BLACK SEAS BARRACUDA",1989,"148",915
"6286","1","SKULL'S EYE SCHOONER",1993,"148",921
"6289","1","RED BEARD RUNNER",1996,"148",711
"6290","1","RED BEARD RUNNER",2001,"148",712
"629","1","THREE BUILDING PLATES",1996,"473",3
"6291","1","ARMADA FLAGSHIP",2001,"149",291
"6292","1","ENCHANTED ISLAND",2001,"152",445
"6293","1","FURNO",2012,"401",56
"6296","1","SHIPWRECK ISLAND",1996,"148",226
"6299","1","ADVENT CALENDAR 2009 PIRATES",2009,"215",24
"6299","10","ADVENT CALENDAR 2009 PIRATES (DAY  9) - PLANTS AND CRAB",2009,"224",7
"6299","11","ADVENT CALENDAR 2009 PIRATES (DAY 10) - BARREL WITH TOOLS",2009,"224",3
"6299","12","ADVENT CALENDAR 2009 PIRATES (DAY 11) - CASTAWAY",2009,"224",7
"6299","13","ADVENT CALENDAR 2009 PIRATES (DAY 12) - FISH OVER FIRE",2009,"224",9
"6299","14","ADVENT CALENDAR 2009 PIRATES (DAY 13) - MONKEY",2009,"224",2
"6299","15","ADVENT CALENDAR 2009 PIRATES (DAY 14) - MERMAID",2009,"224",4
"6299","16","ADVENT CALENDAR 2009 PIRATES (DAY 15) - CLAM AND PLANT",2009,"224",6
"6299","17","ADVENT CALENDAR 2009 PIRATES (DAY 16) - TABLE WITH FOOD AND RAT",2009,"224",8
"6299","18","ADVENT CALENDAR 2009 PIRATES (DAY 17) - IMPERIAL SOLDIER II",2009,"224",6
"6299","19","ADVENT CALENDAR 2009 PIRATES (DAY 18) - WEAPON STAND",2009,"224",9
"6299","2","ADVENT CALENDAR 2009 PIRATES (DAY  1) - CAPTAIN BRICKBEARD",2009,"224",6
"6299","20","ADVENT CALENDAR 2009 PIRATES (DAY 19) - PIRATE",2009,"224",4
"6299","21","ADVENT CALENDAR 2009 PIRATES (DAY 20) - BARREL AND PADDLE",2009,"224",2
"6299","22","ADVENT CALENDAR 2009 PIRATES (DAY 21) - SAWFISH",2009,"224",2
"6299","23","ADVENT CALENDAR 2009 PIRATES (DAY 22) - SKELETON AND SNAKE",2009,"224",7
"6299","24","ADVENT CALENDAR 2009 PIRATES (DAY 23) - BRICK ARCH WITH FIRE AND SKULL",2009,"224",12
"6299","25","ADVENT CALENDAR 2009 PIRATES (DAY 24) - TREASURE CHEST WITH GEMS",2009,"224",8
"6299","3","ADVENT CALENDAR 2009 PIRATES (DAY  2) - TABLE WITH LAMP AND MAP",2009,"224",9
"6299","4","ADVENT CALENDAR 2009 PIRATES (DAY  3) - PARROT ON PERCH",2009,"224",7
"6299","5","ADVENT CALENDAR 2009 PIRATES (DAY  4) - IMPERIAL SOLDIER II OFFICER",2009,"224",6
"6299","6","ADVENT CALENDAR 2009 PIRATES (DAY  5) - CANNON",2009,"224",8
"6299","7","ADVENT CALENDAR 2009 PIRATES (DAY  6) - CROCODILE",2009,"224",3
"6299","8","ADVENT CALENDAR 2009 PIRATES (DAY  7) - PIRATE FEMALE",2009,"224",5
"6299","9","ADVENT CALENDAR 2009 PIRATES (DAY  8) - RAFT WITH FLAGPOLE",2009,"224",8
"6","3","BASIC SET",1973,"469",338
"630","1","BRICK SEPARATOR",1996,"443",1
"6301","1","TOWN MINI-FIGURES",1986,"84",34
"6302","1","MINI-FIGURE SET",1982,"84",31
"630","3","BRICK SEPARATOR ORANGE",2012,"443",1
"6304","1","CROSS ROADS PLATES",1980,"84",2
"6305","1","TREES AND FLOWERS",1980,"84",24
"6306","1","ROAD SIGNS",1980,"84",12
"6307","1","FIREMEN",1983,"84",22
"6308","1","POLICEMEN",1982,"84",20
"6309","1","TOWN MINI-FIGURES",1988,"84",41
"6310","1","T-ROAD PLATES",1986,"84",2
"631","1","DOORS AND WINDOWS",1996,"473",52
"6311","1","CURVED ROAD PLATES",1986,"84",2
"6312","1","STRAIGHT ROAD PLATES",1986,"84",2
"6313","1","CROSS-ROAD PLATES",1986,"84",2
"6314","1","CITY PEOPLE",1992,"84",36
"6315","1","ROAD SIGNS",1988,"84",11
"6316","1","FLAGS AND FENCES",1988,"84",38
"6317","1","TREES AND FLOWERS",1988,"84",48
"6318","1","FLOWERS, TREES AND FENCES",1996,"84",73
"6319","1","TREES AND FENCES",1993,"84",45
"6320","1","T-ROAD PLATES",1997,"102",2
"632","1","WHEELS AND TIRES",1996,"473",60
"6321","1","CURVED ROAD PLATES",1997,"102",2
"6322","1","STRAIGHT ROAD PLATES",1997,"102",2
"6323","1","CROSS ROAD PLATES",1997,"102",2
"6324","1","CHOPPER COP",1998,"100",24
"6325","1","PACKAGE PICK-UP",1998,"95",29
"6326","1","TOWN FOLKS",1998,"102",40
"6327","1","TURBO CHAMPS",1998,"101",48
"6328","1","HELICOPTER TRANSPORT",1998,"100",102
"6329","1","TRUCK STOP",1998,"103",139
"6330","1","CARGO CENTER",1998,"95",246
"633","1","ROOF TILES",1996,"473",50
"6331","1","PATRIOT JET",1996,"68",166
"6332","1","COMMAND POST CENTRAL",1998,"100",277
"6333","1","RACE AND CHASE",1998,"101",50
"6334","1","WAVE JUMP RACERS",1996,"82",180
"6335","1","INDY TRANSPORT",1996,"82",402
"6336","1","LAUNCH RESPONSE UNIT",1995,"88",181
"6337","1","FAST TRACK FINISH",1996,"82",339
"6338","1","HURRICANE HARBOR",1995,"71",364
"6339","1","SHUTTLE LAUNCH PAD",1995,"88",564
"6340","1","HOOK & LADDER",1994,"74",177
"634","1","EXTRA BRICKS IN RED",1996,"473",62
"6341","1","GAS N' GO FLYER",1994,"68",106
"6342","1","BEACH RESCUE CHOPPER",1993,"71",149
"6344","1","JET SPEED JUSTICE",1993,"80",158
"6345","1","AERIAL ACROBATS",1993,"68",350
"6346","1","SHUTTLE LAUNCHING CREW",1992,"68",413
"6347","1","MONORAIL ACCESSORY TRACK",1991,"84",54
"6348","1","SURVEILLANCE SQUAD",1994,"80",318
"6349","1","VACATION HOUSE",1988,"69",215
"6350","1","PIZZA TO GO",1994,"75",150
"635","1","EXTRA BRICKS IN WHITE",1996,"473",62
"6351","1","SURF N' SAIL CAMPER",1992,"83",190
"6352","1","CARGOMASTER CRANE",1991,"72",141
"6353","1","COASTAL CUTTER",1991,"71",184
"6354","1","PURSUIT SQUAD",1990,"80",175
"6355","1","DERBY TROTTER",1989,"83",142
"6356","1","MED-STAR RESCUE PLANE",1988,"78",160
"6357","1","STUNT 'COPTER N' TRUCK",1988,"85",177
"6358","1","SNORKEL SQUAD",1987,"74",154
"6359","1","HORSE TRAILER",1986,"73",144
"6360","1","WEEKEND COTTAGE",1986,"69",117
"636","1","PULLBACK MOTOR",1996,"473",14
"6361","1","MOBILE CRANE",1986,"72",163
"6362","1","POST OFFICE",1982,"81",135
"6363","1","AUTO SERVICE STATION",1980,"85",140
"6364","1","PARAMEDIC UNIT",1980,"78",139
"6365","1","SUMMER COTTAGE",1981,"69",152
"6366","1","FIRE & RESCUE SQUAD",1984,"74",117
"6367","1","TRUCK",1984,"70",154
"6368","1","JET AIRLINER",1985,"68",137
"6369","1","GARAGE",1985,"85",134
"6370","1","WEEKEND HOME",1985,"69",186
"637","1","PLASTIC PLAYTABLE",1996,"473",3
"6371","1","SHELL SERVICE STATION",1983,"76",266
"6372","1","TOWN HOUSE",1982,"69",234
"6373","1","MOTORCYCLE SHOP",1984,"85",186
"6374","1","HOLIDAY HOME",1983,"69",265
"6375","1","TRANS AIR CARRIER",1990,"70",213
"6375","2","EXXON GAS STATION",1980,"76",270
"6376","1","BREEZEWAY CAFE (BREEZEWAY CAFÉ)",1990,"75",194
"6377","1","DELIVERY CENTER",1985,"70",305
"6378","1","SHELL SERVICE STATION",1986,"76",290
"6379","1","RIDING STABLE",1986,"69",281
"6380","1","EMERGENCY TREATMENT CENTER",1987,"78",312
"638","1","LOTS OF EXTRA BASIC BRICKS, 3+",1996,"473",404
"6381","1","MOTOR SPEEDWAY",1987,"82",206
"6382","1","FIRE STATION",1981,"74",394
"6383","1","PUBLIC WORKS CENTER",1981,"72",420
"6384","1","POLICE STATION",1983,"80",398
"6385","1","FIRE HOUSE-I",1985,"74",416
"6386","1","POLICE COMMAND BASE",1986,"80",401
"6387","1","COASTAL RESCUE BASE",1989,"71",375
"6388","1","HOLIDAY HOME WITH CARAVAN",1989,"69",363
"6389","1","FIRE CONTROL CENTER",1990,"74",542
"6390","1","MAIN STREET",1980,"85",607
"639","1","LOTS OF EXTRA BASIC BRICKS, 5+",1997,"473",400
"6391","1","CARGO CENTER",1984,"70",565
"6392","1","AIRPORT",1985,"68",539
"6393","1","BIG RIG TRUCK STOP",1987,"85",634
"6394","1","METRO PARK & SERVICE TOWER",1988,"76",628
"6395","1","VICTORY LAP RACEWAY",1988,"82",613
"6396","1","INTERNATIONAL JETPORT",1990,"68",550
"6397","1","GAS N' WASH EXPRESS",1992,"76",473
"6398","1","CENTRAL PRECINCT HQ",1993,"80",633
"6399","1","AIRPORT SHUTTLE",1990,"68",787
"6","4","4.5V BATTERY TRAIN WAGON",1977,"456",2
"6400","1","GO-KART",1997,"82",23
"640","1","FIRE TRUCK",1971,"417",45
"6401","1","SEASIDE CABANA",1992,"90",45
"640","2","FIRE TRUCK AND TRAILER",1978,"74",47
"6402","1","SIDEWALK CAFE",1994,"90",48
"6403","1","PARADISE PLAYGROUND",1993,"90",97
"6404","1","CARRIAGE RIDE",1996,"90",66
"6405","1","SUNSET STABLES",1992,"90",132
"6406","1","GO-KART",1997,"82",23
"6407","1","FIRE CHIEF",1997,"98",26
"6409","1","ISLAND ARCADE",1993,"90",149
"6410","1","CABANA BEACH",1994,"90",153
"641","1","EXCAVATOR",1978,"72",38
"6411","1","SAND DOLLAR CAFE",1992,"90",172
"6414","1","DOLPHIN POINT",1995,"90",209
"6415","1","RES-Q JET-SKI",1998,"92",18
"6416","1","POOLSIDE PARADISE",1992,"90",237
"6417","1","SHOW JUMPING EVENT",1997,"90",41
"6418","1","COUNTRY CLUB",1996,"90",292
"6419","1","ROLLING ACRES RANCH",1992,"90",364
"6420","1","MAIL CARRIER",1998,"81",14
"642","1","TOW TRUCK AND CAR",1978,"85",43
"642","2","DOUBLE EXCAVATOR",1971,"416",33
"6422","1","TELEPHONE REPAIR",1998,"103",48
"6423","1","MINI TOW TRUCK",2000,"103",35
"6424","1","RIG RACERS",1998,"101",107
"6425","1","TV CHOPPER",1999,"103",37
"6426","1","SUPER CYCLE CENTER",1998,"103",145
"6427","1","ROAD SIGNS",1999,"102",43
"6428","1","WAVE SAVER",1998,"92",18
"6429","1","BLAZE RESPONDER",1999,"98",46
"6430","1","NIGHT PATROLLER",1991,"80",140
"643","1","FLATBED TRUCK",1978,"85",39
"6431","1","ROAD RESCUE",1998,"92",48
"643","2","MOBILE CRANE",1971,"416",35
"6432","1","SPEEDWAY TRANSPORT",1999,"101",139
"6433","1","COASTWATCH",1999,"100",89
"6434","1","ROADSIDE REPAIR",1999,"103",213
"6435","1","COAST GUARD HQ",1999,"96",217
"6436","1","GO-KART",1999,"82",22
"6437","1","BEACH BUGGY",1999,"96",28
"6439","1","MINI-DUMPER",1999,"97",30
"6440","1","JETPORT FIRE SQUAD",1991,"68",159
"644","1","DOUBLE TANKER",1971,"418",61
"6441","1","DEEP REEF REFUGE",1997,"86",451
"644","2","POLICE MOBILE PATROL",1978,"80",44
"6442","1","STING RAY EXPLORER",1997,"86",150
"6444","1","OUTBACK AIRSTRIP",1997,"89",167
"6445","1","EMERGENCY EVAC",1998,"92",99
"6446","1","CRANE TRUCK",1999,"103",26
"6447","1","DUMPER",1999,"97",49
"6450","1","MOBILE POLICE TRUCK",1986,"80",83
"645","1","POLICE HELICOPTER",1979,"80",56
"6451","1","RIVER RESPONSE",1998,"92",152
"645","2","MILK FLOAT & TRAILER",1971,"397",57
"6452","1","MINI ROCKET LAUNCHER",1999,"93",31
"6453","1","COM-LINK CRUISER",1999,"93",60
"6454","1","COUNTDOWN CORNER",1999,"93",131
"6455","1","SPACE SIMULATION STATION",1999,"93",251
"6456","1","MISSION CONTROL",1999,"93",499
"6457","1","ASTRONAUT FIGURE",1999,"93",18
"6458","1","SATELLITE WITH ASTRONAUT",1999,"93",30
"6459","1","FUEL TRUCK",1999,"93",119
"646","1","AUTO SERVICE TRUCK",1979,"85",42
"6461","1","SURVEILLANCE CHOPPER",1999,"93",30
"646","2","MOBILE SITE OFFICE",1971,"397",51
"6462","1","AERIAL RECOVERY",1998,"92",197
"6463","1","LUNAR ROVER",1999,"93",36
"6464","1","SUPER RESCUE COMPLEX",1999,"103",360
"6465","1","SPACE PORT JET",1999,"93",65
"6467","1","POWER PITSTOP",1999,"101",71
"6468","1","TOW-N-GO VALUE PACK",1999,"103",50
"6469","1","SPACE PORT VALUE PACK",1999,"93",3
"6470","1","MINI DUMP TRUCK",2000,"97",25
"647","1","TRUCK WITH GIRDERS",1971,"416",51
"6471","1","4WD POLICE PATROL",2000,"100",30
"6472","1","GAS N' WASH EXPRESS",2001,"76",473
"6473","1","RES-Q CRUISER",1998,"92",305
"6474","1","WHEELED FRONT SHOVEL",2000,"97",49
"6477","1","FIREFIGHTER'S LIFT TRUCK",2000,"98",103
"6478","1","FIRE STATION",2000,"98",224
"6479","1","EMERGENCY RESPONSE CENTER",1998,"92",425
"6480","1","HOOK AND LADDER TRUCK",1986,"74",118
"648","1","SHELL SERVICE STATION",1971,"418",42
"6481","1","CONSTRUCTION CREW",1989,"72",170
"6482","1","RESCUE HELICOPTER",1989,"78",198
"6483","1","COASTAL PATROL",1994,"77",245
"6484","1","F1 HAULER",1995,"82",280
"6486","1","FIRE ENGINE",1997,"98",67
"6487","1","MOUNTAIN RESCUE",1997,"89",68
"6489","1","SEASIDE HOLIDAY COTTAGE",1997,"90",88
"6490","1","AMAZON CROSSING",1997,"89",120
"649","1","LOW-LOADER WITH EXCAVATOR",1972,"416",36
"6491","1","ROCKET RACER",1996,"464",58
"6492","1","HYPNO CRUISER",1996,"464",157
"6493","1","FLYING TIME VESSEL",1996,"464",241
"6494","1","MYSTIC MOUNTAIN TIME LAB",1996,"464",510
"6495","1","TIME TUNNELATOR",1997,"464",81
"6496","1","WHIRLING TIME WARPER",1997,"464",158
"6497","1","TWISTED TIME TRAIN",1997,"464",300
"6498","1","GO-KART",1999,"82",22
"6499","1","TIME TUNNELATOR",1997,"464",82
"650","1","CAR WITH TRAILER AND RACING CAR",1972,"397",40
"6501","1","SPORT CONVERTIBLE",1987,"85",30
"6502","1","TURBO RACER",1987,"82",24
"65028","1","STAR WARS CO-PACK OF 7115 7124 AND 7141",2001,"166",3
"65030","1","STAR WARS CO-PACK OF 7104 AND 7144",2001,"169",2
"6503","1","SPRINT RACER",1988,"82",32
"65034","1","STAR WARS CO-PACK OF 7121 AND 7161",2001,"166",2
"6504","1","TRACTOR",1988,"72",25
"6505","1","FIRE CHIEF'S CAR",1988,"74",29
"6506","1","PRECINCT CRUISER",1989,"80",32
"65062","1","RACERS TURBO PACK",2002,"113",2
"6507","1","MINI DUMPER",1989,"72",30
"65071","1","DUAL PACK: LEHVAK & PAHRAK",2002,"328",3
"6508","1","WAVE RACER",1990,"77",37
"65081","1","R2-D2 8009 / C-3PO 8007 DROID COLLECTORS SET",2002,"18",3
"6509","1","RED DEVIL RACER",1991,"82",39
"6510","1","MUD RUNNER",1991,"82",34
"65106","1","EPISODE II CO-PACK (CONTAINS 7103 7113)",2002,"167",2
"65109","1","PAHRAK NUHVOK GAHLOK CO-PACK",2002,"328",3
"651","1","TOW TRUCK AND CAR",1972,"397",41
"65110","1","KOHRAK LEHVAK TAHNOK CO-PACK",2002,"328",3
"6511","1","RESCUE RUNABOUT",1992,"74",38
"6512","1","LANDSCAPE LOADER",1992,"72",37
"65127","1","BOHROK CO-PACK (CONTAINS 8560 8561 8563)",2002,"328",3
"65128","1","BOHROK CO-PACK (CONTAINS 8562 8564 8565)",2002,"328",3
"6513","1","GLADE RUNNER",1993,"77",31
"6514","1","TRAIL RANGER",1994,"83",36
"65145","1","X-WING FIGHTER / TIE FIGHTER & Y-WING COLLECTORS SET",2002,"169",2
"6515","1","STUNT COPTER",1994,"68",34
"65153","1","JANGO FETT'S SLAVE I (SET 7153) WITH CARRYING CASE",2002,"167",1
"6516","1","MOON WALKER",1995,"88",34
"6517","1","WATER JET",1996,"77",28
"6518","1","BAJA BUGGY",1996,"71",37
"65182","1","SLAMMER STADIUM",2003,"461",25
"65186","1","BOHROK 3-PACK (CONTAINS 8560 8561 8564)",2002,"328",3
"6519","1","TURBO TIGER",2000,"91",46
"6520","1","MOBILE OUTPOST",2000,"51",218
"6521","1","EMERGENCY REPAIR TRUCK",1987,"85",58
"652","2","FORK LIFT TRUCK AND TRAILER",1972,"416",42
"6522","1","HIGHWAY PATROL",1987,"80",38
"65221","1","STREETBALL 2 VS 2 (BOX WITH MINI BASKETBALL)",2003,"459",2
"65229","1","RAHKSHI CO-PACK 1",2003,"344",3
"65230","1","RAHKSHI CO-PACK 2",2003,"344",3
"6523","1","RED CROSS",1987,"78",51
"6524","1","BLIZZARD BLAZER",1988,"85",50
"6525","1","BLAZE COMMANDER",1995,"74",49
"65258","1","POWER CHAMBER WITH GAHLOK TAHNOK VA PAHRAK VA AND GAHLOK VA",2003,"324",4
"6526","1","RED LINE RACER",1989,"82",47
"6527","1","TIPPER TRUCK",1989,"72",43
"65277","1","RAHKSHI KAITA ZA PACK (INCLUDES TURAHK LERAHK KURAHK AND TAHNOK VA)",2003,"324",4
"6528","1","SAND STORM RACER",1989,"82",39
"6529","1","ULTRA LIGHT I",1990,"68",35
"65295","1","MATORO AND KOPEKE TWIN PACK WITH GOLD AVOHKII",2003,"335",3
"65296","1","HEWKII AND HAHLI TWIN PACK WITH GOLD AVOHKII",2003,"335",3
"65297","1","HAFU AND MACKU TWIN PACK WITH GOLD AVOHKII",2003,"335",3
"6530","1","SPORT COUPE",1990,"85",43
"653","1","AMBULANCE AND HELICOPTER",1973,"420",36
"6531","1","FLAME CHASER",1991,"74",56
"6532","1","DIESEL DUMPER",1991,"72",47
"6533","1","POLICE 4X4",1992,"80",62
"65340","1","DUMPER AND FRONT END LOADER CO-PACK (CONTAINS 8451 AND 8453)",2004,"7",2
"6534","1","BEACH BANDIT",1992,"83",44
"6535","1","DUMPER",1995,"72",42
"6536","1","AERO HAWK",1993,"68",48
"65362","1","JEWELS-N-RINGS CLICK-N-STORE JEWELRY SET CO-PACK (7507 WITH JEWELRY BOX)",2004,"500",2
"65363","1","JEWELS-N-BANDS CLICK-N-STORE JEWELRY SET CO-PACK (7508 WITH JEWELRY BOX)",2004,"500",2
"65364","1","JEWELS-N-CLIPS CLICK-N-STORE JEWELRY SET CO-PACK (7509 WITH JEWELRY BOX)",2004,"500",2
"6537","1","HYDRO RACER",1994,"77",50
"6538","1","REBEL ROADSTER",1994,"85",57
"6539","1","VICTORY CUP RACERS",1993,"82",459
"6540","1","PIER POLICE",1991,"77",358
"654","1","CRANE LORRY",1973,"416",33
"6541","1","INTERCOASTAL SEAPORT",1991,"77",552
"6542","1","LAUNCH & LOAD SEAPORT",1991,"77",1078
"6543","1","SAIL N' FLY MARINA",1994,"77",709
"6544","1","SHUTTLE TRANSCON 2",1995,"88",346
"6545","1","SEARCH N' RESCUE",1996,"80",290
"6546","1","SLICK RACER",1996,"82",39
"65468","1","TOA METRU TWIN PACK WITH KANOKA AND POSTER",2004,"353",3
"6547","1","FUN FAIR",1997,"90",204
"6548","1","OCTAN GAS STATION",1997,"99",127
"6549","1","ROADBLOCK RUNNERS",1997,"103",181
"6550","1","OUTBACK RACER",1997,"89",48
"655","1","MOBILE HYDRAULIC LIFT",1973,"416",33
"6551","1","CHECKERED FLAG 500",1992,"82",192
"65514","1","MATORAN / VAHKI CO-PACK 1 (CONTAINS 8607 8611 8614 8616 8618)",2004,"324",5
"65515","1","MATORAN / VAHKI CO-PACK 2 (CONTAINS 8610 8612 8615 8617 8619)",2004,"324",5
